Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,6,No,12,3,3,0,25,3,4,1,0,0,0
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,3,No,14,3,2,2,9,2,2,7,7,1,7
34,0,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,0,No,17,3,4,0,2,5,2,1,0,0,0
44,0,Travel_Rarely,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,7,No,11,3,3,1,26,5,3,22,9,3,10
33,0,Travel_Rarely,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,0,Yes,14,3,4,2,10,3,3,9,8,0,8
19,0,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,1,Yes,12,3,4,0,1,2,3,1,0,0,1
23,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1,No,22,4,4,1,1,2,3,1,0,0,1
25,1,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1,Yes,14,3,4,0,1,4,3,1,0,1,0
26,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,1,Yes,20,4,2,0,8,2,2,8,5,2,2
45,1,Travel_Rarely,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,2,Yes,16,3,1,0,26,2,3,24,10,1,11
55,0,Non-Travel,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,1,Yes,15,3,4,1,34,3,3,33,9,15,0
21,1,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,1,No,20,4,3,0,2,2,1,2,2,2,2
46,0,Travel_Rarely,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,2,No,14,3,3,1,26,2,3,11,4,0,8
34,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,0,Yes,12,3,4,0,4,3,3,3,2,0,2
51,0,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,4,Yes,24,4,1,1,31,5,2,29,10,11,10
59,0,Travel_Rarely,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,6,No,12,3,4,0,25,6,2,9,7,5,4
34,0,Travel_Frequently,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4,No,13,3,3,2,15,2,4,11,8,5,10
28,0,Travel_Frequently,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,0,Yes,11,3,3,0,5,2,2,4,2,0,2
44,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,1,No,14,3,4,2,26,4,2,25,9,14,13
34,0,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4,No,11,3,4,2,14,5,4,10,9,1,8
35,0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,0,Yes,14,3,4,0,4,3,3,3,2,2,2
42,0,Travel_Rarely,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,6,Yes,16,3,4,0,18,2,3,1,0,0,0
43,0,Travel_Rarely,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,3,No,14,3,4,0,23,3,4,21,7,15,17
36,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,9,Yes,11,3,4,0,18,2,3,16,14,5,12
44,1,Travel_Rarely,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,1,No,11,3,4,1,10,2,3,10,7,0,5
28,0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,1,Yes,12,3,2,1,2,2,3,2,2,2,2
51,0,Travel_Frequently,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,0,No,14,3,2,0,8,6,2,7,0,7,7
30,0,Non-Travel,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,7,Yes,18,3,3,0,10,3,3,8,4,1,7
29,1,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3,Yes,13,3,1,2,10,2,3,7,7,7,7
28,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2,No,11,3,2,0,5,2,2,3,2,1,2
25,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,1,No,18,3,4,0,2,3,2,2,2,2,1
32,0,Travel_Rarely,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,1,No,15,3,3,2,10,4,4,10,7,0,8
45,0,Travel_Frequently,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,3,No,22,4,3,0,22,4,3,0,0,0,0
39,0,Travel_Rarely,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,6,Yes,13,3,4,2,21,4,3,19,9,15,2
58,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,1,No,12,3,4,2,2,3,3,2,2,2,2
32,1,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,1,No,18,3,1,1,10,3,3,10,4,1,1
39,1,Travel_Rarely,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,0,No,13,3,1,0,6,2,3,5,2,0,3
30,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,0,No,12,3,1,1,10,6,3,9,2,6,7
36,0,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,3,No,12,3,1,0,10,0,3,7,7,1,7
46,0,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,6,No,12,3,3,0,10,3,4,7,6,5,7
28,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,0,No,11,3,1,3,10,6,3,9,8,7,5
50,0,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,4,Yes,11,3,2,0,25,2,3,3,2,1,2
40,1,Travel_Rarely,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,2,Yes,12,3,3,0,9,2,3,5,4,1,0
52,1,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,9,Yes,19,3,3,0,10,2,2,8,7,7,7
30,0,Travel_Rarely,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,1,Yes,23,4,4,2,9,2,3,9,1,0,8
39,0,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,0,No,11,3,1,0,9,6,3,8,7,1,7
31,0,Non-Travel,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,1,Yes,19,3,1,1,10,5,2,10,8,9,6
41,0,Non-Travel,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,1,No,13,3,1,0,19,4,3,19,2,11,9
31,1,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,1,Yes,11,3,1,0,3,2,4,3,2,2,2
44,1,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,4,No,12,3,3,0,10,4,4,3,2,1,2
42,0,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,0,Yes,13,3,4,0,21,3,2,20,8,2,10
55,0,Travel_Rarely,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,4,No,14,3,4,1,23,5,3,19,9,9,11
56,0,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,6,No,14,3,1,0,36,4,3,7,3,7,7
40,0,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,9,No,16,3,2,1,6,0,3,4,2,0,0
34,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,0,No,11,3,4,1,10,0,2,9,7,1,6
40,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,1,No,13,3,3,0,9,4,3,9,8,8,8
41,0,Travel_Frequently,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,0,No,17,3,4,1,10,2,3,9,3,1,7
35,0,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,1,Yes,11,3,2,0,9,3,3,9,6,1,1
51,0,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,1,Yes,11,3,2,1,33,2,3,33,9,0,10
38,0,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,3,No,15,3,4,1,11,3,3,7,7,1,7
34,0,Travel_Rarely,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,1,No,12,3,4,0,10,6,4,10,8,9,6
25,0,Travel_Rarely,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3,No,11,3,3,3,7,6,2,3,2,1,2
58,1,Travel_Rarely,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,7,Yes,14,3,4,0,31,0,2,10,9,5,9
40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,3,No,22,4,3,1,7,3,3,4,2,0,3
36,0,Travel_Frequently,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,2,No,16,3,4,1,17,2,2,15,7,6,13
48,0,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,1,No,11,3,3,0,11,2,3,10,9,0,8
27,0,Travel_Rarely,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,8,No,14,3,2,1,5,4,3,1,0,0,0
51,0,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,3,No,16,3,2,0,29,1,2,5,2,0,3
18,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1,No,15,3,3,0,0,5,4,0,0,0,0
35,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,0,No,12,3,2,1,10,0,3,9,7,0,0
27,0,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,3,No,20,4,2,0,8,3,3,6,2,0,0
55,1,Travel_Rarely,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,6,Yes,17,3,3,0,24,2,2,19,7,3,8
56,0,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,4,Yes,12,3,1,1,33,0,3,19,16,15,9
34,0,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,1,No,20,4,3,3,5,2,3,5,4,0,0
40,0,Travel_Rarely,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,5,No,20,4,2,3,15,0,3,12,11,11,8
34,0,Travel_Rarely,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,4,No,13,3,1,2,10,1,3,8,7,7,7
31,1,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,7,No,14,3,3,0,3,3,4,1,0,0,0
35,1,Travel_Frequently,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,0,Yes,18,3,3,1,5,0,2,4,2,3,2
38,0,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,1,No,11,3,4,3,4,2,3,4,2,0,3
34,0,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,1,No,11,3,4,0,14,2,4,14,11,4,11
28,0,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,1,No,11,3,3,1,5,0,3,5,3,0,4
31,1,Travel_Rarely,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,1,Yes,15,3,4,2,10,3,2,10,2,6,7
39,0,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,3,Yes,12,3,4,2,8,2,4,5,4,1,4
51,0,Travel_Frequently,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,2,No,11,3,2,0,14,5,3,4,2,3,2
41,0,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,3,Yes,14,3,1,2,12,4,2,6,2,3,3
37,0,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,7,Yes,15,3,4,0,8,2,3,6,4,1,3
33,0,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,6,No,13,3,1,0,8,2,4,5,4,1,2
32,0,Travel_Rarely,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,0,Yes,13,3,1,3,4,3,2,3,2,1,2
39,0,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,3,No,21,4,2,1,13,2,3,6,4,0,5
25,0,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,2,No,11,3,2,0,6,3,2,3,2,1,2
52,0,Travel_Frequently,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,2,Yes,11,3,2,1,24,3,2,5,3,0,2
43,0,Travel_Rarely,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,1,Yes,14,3,1,0,20,3,1,20,7,1,8
27,0,Travel_Rarely,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,1,Yes,11,3,4,0,6,3,3,6,2,4,4
27,1,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,1,Yes,13,3,4,0,8,2,3,8,2,7,7
26,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,0,No,12,3,4,0,5,2,3,4,3,1,1
42,0,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,0,No,14,3,3,1,21,5,3,20,7,0,9
52,0,Travel_Rarely,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,9,No,13,3,3,0,12,2,1,5,4,0,4
37,0,Travel_Rarely,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,4,No,18,3,1,0,8,6,3,3,2,0,2
35,0,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,2,No,11,3,3,0,10,2,3,2,2,2,2
25,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,4,No,11,3,2,1,7,2,2,3,2,0,2
26,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,0,No,12,3,4,0,8,2,3,7,7,0,7
29,0,Travel_Rarely,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,1,No,13,3,1,0,10,3,2,10,9,0,9
49,1,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,3,No,20,4,1,0,20,2,3,4,3,1,3
29,1,Travel_Frequently,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,0,Yes,12,3,1,0,9,1,3,8,7,7,7
54,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,6,No,19,3,4,0,29,3,2,20,7,12,7
58,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,3,Yes,21,4,3,1,32,3,3,9,8,1,5
55,0,Travel_Rarely,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,2,No,13,3,4,2,31,4,4,7,7,0,0
36,0,Travel_Rarely,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,3,Yes,16,3,4,0,15,3,3,5,4,0,1
31,1,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1,No,12,3,2,0,1,3,3,1,0,0,0
30,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,7,No,14,3,2,2,8,3,3,3,2,0,2
31,0,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,3,No,11,3,3,0,9,3,4,3,2,1,0
34,0,Travel_Frequently,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,5,No,14,3,3,2,10,2,3,4,3,1,3
31,1,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1,No,12,3,3,0,1,3,4,1,0,0,0
27,0,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,0,No,14,3,2,0,6,3,4,5,0,1,4
36,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,1,No,16,3,3,0,10,2,2,10,4,1,8
36,0,Travel_Rarely,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,4,No,13,3,1,2,11,3,2,3,2,0,2
47,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,7,No,12,3,3,1,17,2,2,6,5,1,2
25,1,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,3,No,12,3,1,0,6,2,3,3,2,2,2
37,0,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,0,No,14,3,1,0,7,2,1,6,5,1,3
56,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2,No,22,4,4,1,5,3,4,3,2,1,0
47,0,Travel_Rarely,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,3,No,19,3,2,2,26,2,4,20,17,5,6
24,0,Travel_Rarely,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,1,Yes,12,3,3,2,5,3,3,5,4,0,3
32,0,Travel_Rarely,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,4,No,12,3,3,1,7,3,2,4,3,0,3
34,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,5,No,17,3,1,1,7,2,2,5,4,0,2
41,0,Travel_Rarely,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2,Yes,12,3,1,0,7,5,2,4,2,0,3
40,0,Non-Travel,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3,No,11,3,3,2,11,2,4,8,7,0,7
31,0,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,1,No,18,3,1,1,13,5,3,13,7,9,9
46,1,Travel_Rarely,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,4,No,11,3,1,1,28,1,4,7,7,4,3
39,1,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,2,Yes,23,4,2,0,11,2,4,1,0,0,0
31,1,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,1,No,11,3,1,0,10,2,3,10,8,4,7
45,0,Travel_Rarely,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,2,Yes,18,3,2,1,24,2,3,7,7,0,7
31,0,Travel_Rarely,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,9,No,18,3,4,0,8,3,3,3,2,0,2
31,1,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,94,3,1,Laboratory Technician,4,Married,6,Yes,13,3,3,1,7,2,1,2,2,2,2
45,0,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,4,Yes,18,3,4,2,10,4,4,3,1,1,2
48,0,Travel_Rarely,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,4,No,11,3,1,3,15,3,3,2,2,2,2
34,1,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,52,3,1,Human Resources,3,Married,1,No,15,3,4,0,2,0,3,2,2,2,2
40,0,Non-Travel,Research & Development,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,2,No,11,3,3,1,16,5,3,9,8,4,8
28,0,Travel_Rarely,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,0,No,18,3,4,0,6,4,3,5,4,1,3
44,0,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,90,2,1,Laboratory Technician,3,Single,3,No,14,3,4,0,7,5,3,5,2,0,3
53,0,Travel_Rarely,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,4,No,12,3,2,0,35,2,2,9,8,8,8
49,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,2,No,14,3,2,1,20,0,2,3,2,1,2
40,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,2,No,14,3,3,1,8,3,4,3,1,1,2
44,0,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,49,3,1,Research Scientist,2,Single,1,No,13,3,3,0,6,3,2,5,2,1,3
33,0,Travel_Frequently,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,0,No,14,3,1,2,5,2,3,4,3,0,3
34,0,Travel_Rarely,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,3,No,18,3,4,0,15,2,3,13,9,3,12
30,0,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,8,No,15,3,3,2,4,2,2,2,1,2,2
42,0,Travel_Frequently,Research & Development,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,1,No,13,3,3,0,12,3,3,12,9,5,8
44,0,Travel_Frequently,Sales,1,5,Marketing,1,Female,79,3,2,Sales Executive,3,Married,7,No,12,3,3,1,11,4,2,1,0,0,0
30,0,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,1,No,13,3,2,2,1,2,2,1,0,0,0
57,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,93,4,2,Research Scientist,3,Married,0,No,24,4,1,1,13,2,2,12,9,2,8
49,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,3,No,14,3,2,2,29,3,3,8,7,0,7
34,0,Travel_Frequently,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,7,No,14,3,4,2,16,3,2,14,8,6,9
28,1,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,92,3,1,Sales Representative,3,Married,3,No,15,3,4,1,5,3,4,3,2,1,2
29,1,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,5,No,11,3,1,0,7,4,1,5,3,0,0
34,1,Travel_Rarely,Sales,24,4,Medical,1,Female,40,2,2,Sales Executive,2,Single,0,Yes,23,4,3,0,16,2,4,15,9,10,10
35,0,Travel_Rarely,Sales,7,1,Life Sciences,4,Male,76,3,1,Sales Representative,3,Married,1,No,13,3,1,1,1,3,3,1,0,0,0
24,1,Travel_Frequently,Research & Development,9,3,Medical,2,Male,89,3,1,Laboratory Technician,1,Single,2,Yes,11,3,3,0,4,2,2,0,0,0,0
24,0,Non-Travel,Sales,13,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,1,No,13,3,3,1,1,2,3,1,0,0,0
44,0,Travel_Frequently,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,5,Yes,18,3,2,0,16,2,2,2,2,2,2
29,0,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,1,No,14,3,3,2,10,3,3,10,7,0,4
30,0,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,0,No,21,4,1,1,6,3,4,5,3,1,3
55,0,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,0,Yes,16,3,2,0,4,2,3,3,2,1,2
33,0,Travel_Rarely,Research & Development,4,4,Medical,1,Female,82,2,1,Laboratory Technician,2,Married,8,No,11,3,4,0,8,5,3,5,4,0,2
47,0,Travel_Rarely,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,3,Yes,17,3,3,1,11,4,2,5,4,1,2
28,1,Travel_Frequently,Research & Development,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,7,No,11,3,3,0,8,2,2,0,0,0,0
28,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1,No,14,3,4,1,1,2,1,1,0,0,0
28,0,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,0,No,14,3,4,0,5,5,3,4,2,1,3
49,0,Travel_Rarely,Research & Development,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,4,No,25,4,1,1,10,3,3,3,2,1,2
29,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,0,No,13,3,3,3,4,3,3,3,2,0,2
28,0,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,1,No,14,3,2,2,8,2,2,8,6,1,7
33,0,Travel_Rarely,Research & Development,8,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,2,Yes,17,3,1,0,14,6,3,0,0,0,0
32,0,Travel_Rarely,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,2,No,25,4,2,0,10,5,4,5,2,0,0
54,0,Travel_Frequently,Research & Development,11,4,Medical,2,Female,87,3,4,Manager,4,Divorced,3,No,20,4,1,1,26,2,3,14,9,1,12
29,1,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,100,2,1,Research Scientist,1,Single,6,No,13,3,3,0,11,2,1,9,7,0,7
44,0,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,3,No,13,3,3,1,24,1,4,20,6,14,17
39,0,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,4,No,18,3,4,0,9,3,3,2,0,2,2
